"Step","./results_packing - eval/loss","./results_packing - eval/loss__MIN","./results_packing - eval/loss__MAX"
"1833","2.9878134727478027","2.9878134727478027","2.9878134727478027"
"1835","3.12130069732666","3.12130069732666","3.12130069732666"
"1837","3.065946340560913","3.065946340560913","3.065946340560913"
"1839","3.0157885551452637","3.0157885551452637","3.0157885551452637"
"1841","3.0555617809295654","3.0555617809295654","3.0555617809295654"
"1843","3.0699145793914795","3.0699145793914795","3.0699145793914795"
"1845","3.123213768005371","3.123213768005371","3.123213768005371"
"1847","3.1292123794555664","3.1292123794555664","3.1292123794555664"
"1849","3.198176860809326","3.198176860809326","3.198176860809326"
"1851","3.193387746810913","3.193387746810913","3.193387746810913"
"1853","3.23313307762146","3.23313307762146","3.23313307762146"
"1855","3.208693027496338","3.208693027496338","3.208693027496338"
"1857","3.202669620513916","3.202669620513916","3.202669620513916"
"1859","3.232443332672119","3.232443332672119","3.232443332672119"
"1861","3.147733211517334","3.147733211517334","3.147733211517334"
"1863","3.1356043815612793","3.1356043815612793","3.1356043815612793"
"1865","3.141052484512329","3.141052484512329","3.141052484512329"
"1867","3.172194480895996","3.172194480895996","3.172194480895996"
"1869","3.100132703781128","3.100132703781128","3.100132703781128"
"1871","3.094651937484741","3.094651937484741","3.094651937484741"
"1873","3.103100538253784","3.103100538253784","3.103100538253784"
"1875","3.132646322250366","3.132646322250366","3.132646322250366"
"1877","3.092278480529785","3.092278480529785","3.092278480529785"
"1879","3.079418897628784","3.079418897628784","3.079418897628784"
